,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
3313,3313,Id_urnqiuvjtu,2023-02-24,4,unemployed,365.0,Rural,Mpumalanga,,,,,,,,,,0,1,2002,9,0
3314,3314,Id_63yw4e7t70,2023-02-06,4,unemployed,334.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,60 - 69 %,,60 - 69 %,,70 - 79 %,0,1,1999,12,1
3315,3315,Id_pzhq2op5os,2023-02-27,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,1,1
3316,3316,Id_4mipbmk556,2023-02-07,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,0
3317,3317,Id_cdn5i84yxg,2023-02-09,4,studying,,Urban,Mpumalanga,1.0,0.0,0.0,4.0,30 - 39 %,,50 - 59 %,,,0,1,2000,8,0
3318,3318,Id_taq7p5jl7t,2022-03-04,2,unemployed,64.0,Urban,North West,1.0,,,4.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
3319,3319,Id_qbwzqgyg03,2022-08-04,3,other,,Urban,Gauteng,1.0,1.0,0.0,5.0,60 - 69 %,,,60 - 69 %,,1,1,1987,4,1
3320,3320,Id_yleluv4ca0,2021-08-18,1,studying,,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1993,3,1
3321,3321,Id_mjwesqpaud,2023-02-24,4,unemployed,767.0,Urban,Free State,1.0,0.0,0.0,4.0,,40 - 49 %,50 - 59 %,,,0,1,1993,8,0
3322,3322,Id_qsbklgl3m9,2022-07-29,3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,70 - 79 %,,,1,1,2004,2,0
3323,3323,Id_9r5zep1zmc,2023-03-02,4,studying,,Urban,Gauteng,1.0,,,3.0,0 - 29 %,,70 - 79 %,,0 - 29 %,1,1,2000,1,0
3324,3324,Id_h6yrv6o1nn,2023-02-23,4,unemployed,736.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,,60 - 69 %,,60 - 69 %,,0,1,1999,7,0
3325,3325,Id_ggw3z9r0b1,2022-03-16,2,studying,,Urban,Gauteng,1.0,1.0,0.0,1.0,,50 - 59 %,70 - 79 %,,,1,1,2000,1,1
3326,3326,Id_xght7uqq6i,2022-08-10,3,unemployed,644.0,Urban,Eastern Cape,0.0,,,,,,,,,0,1,1988,8,0
3327,3327,Id_s6g8brdydc,2022-03-17,2,unemployed,639.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,50 - 59 %,,,0,1,2000,1,1
3328,3328,Id_rdh006qq91,2022-02-24,2,unemployed,82.0,Urban,Western Cape,1.0,0.0,0.0,4.0,,30 - 39 %,40 - 49 %,,,1,1,2000,3,0
3329,3329,Id_vj60i8d0vf,2023-02-15,4,unemployed,153.0,Urban,Western Cape,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,1990,2,1
3330,3330,Id_61rvl04rfk,2022-03-02,2,unemployed,792.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1,1
3331,3331,Id_hc64u8cfhl,2023-02-14,4,studying,,Urban,Gauteng,1.0,0.0,1.0,,,30 - 39 %,50 - 59 %,,,1,1,1995,10,0
3332,3332,Id_rudjsq19zk,2023-02-20,4,self employed,36.0,Urban,Mpumalanga,,,,,,,,,,0,1,2003,3,1
3333,3333,Id_y6jo0z6071,2022-02-24,2,studying,,Urban,Eastern Cape,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,1,1,1996,2,1
3334,3334,Id_nj6c2lqys0,2022-03-07,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,70 - 79 %,,,1,1,2000,1,1
3335,3335,Id_ik1og0p0e4,2023-02-16,4,unemployed,767.0,Urban,Mpumalanga,,,,,,,,,,0,1,2000,6,0
3336,3336,Id_tzkdzsqtzn,2023-03-13,4,studying,,Urban,Eastern Cape,1.0,0.0,1.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1999,3,0
3337,3337,Id_rgpi8n6dsc,2022-08-05,3,wage employed,492.0,Rural,KwaZulu-Natal,1.0,,,1.0,,30 - 39 %,70 - 79 %,,,0,1,1994,2,1
3338,3338,Id_nk5m4uop4r,2023-02-08,4,studying,,Suburb,Mpumalanga,1.0,,,4.0,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,2000,1,0
3339,3339,Id_k5jy60gn9u,2023-02-22,4,self employed,,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1997,11,0
3340,3340,Id_4ms4vqa1zc,2023-02-15,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,0,1,1999,3,0
3341,3341,Id_noou4ghnjj,2023-02-06,4,unemployed,889.0,Urban,Western Cape,1.0,,,5.0,,50 - 59 %,,60 - 69 %,50 - 59 %,0,1,1976,6,0
3342,3342,Id_ljj69zwn1s,2023-02-23,4,unemployed,432.0,Urban,Free State,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,0,1,1998,11,0
3343,3343,Id_9lagqb9rlr,2023-03-01,4,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,0
3344,3344,Id_rwpm1gvyd0,2023-02-27,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,50 - 59 %,40 - 49 %,,,0,1,2002,12,1
3345,3345,Id_bbmx8n8wd7,2022-02-24,2,unemployed,275.0,Urban,Free State,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1991,12,1
3346,3346,Id_tintmij8xy,2023-02-08,4,unemployed,2260.0,Suburb,Limpopo,1.0,0.0,1.0,,,40 - 49 %,50 - 59 %,,,0,1,1996,4,0
3347,3347,Id_8j1as9aetk,2022-03-02,2,unemployed,96.0,Suburb,Gauteng,1.0,,,1.0,,50 - 59 %,50 - 59 %,,,0,1,1996,1,0
3348,3348,Id_j5xqxfiimt,2023-02-21,4,studying,,Urban,Mpumalanga,,,,,,,,,,0,1,1991,12,0
3349,3349,Id_0w58v999z3,2022-08-03,3,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1994,5,0
3350,3350,Id_cjruuxig9u,2023-02-02,4,self employed,,Rural,Mpumalanga,1.0,,,3.0,40 - 49 %,,50 - 59 %,,50 - 59 %,1,1,2000,3,0
3351,3351,Id_5gb6palgub,2022-03-01,2,unemployed,1160.0,Urban,Eastern Cape,0.0,0.0,0.0,1.0,,,,,,0,1,1994,12,0
3352,3352,Id_d83eoen75t,2022-08-02,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,5.0,50 - 59 %,,,70 - 79 %,40 - 49 %,0,1,1997,12,0
3353,3353,Id_322nhwuw9b,2023-03-14,4,unemployed,64.0,Suburb,Mpumalanga,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,0 - 29 %,1,1,2002,10,0
3354,3354,Id_cqo5ems9x9,2023-02-06,4,wage employed,90.0,Rural,North West,1.0,,,2.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3355,3355,Id_3exuh6lbi5,2023-02-13,4,unemployed,401.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,0 - 29 %,60 - 69 %,,,1,1,2003,1,0
3356,3356,Id_qhk4wrqy8f,2023-03-17,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1990,9,0
3357,3357,Id_voya0i4f6h,2023-02-13,4,self employed,,Urban,Free State,,,,,,,,,,0,1,1988,6,0
3358,3358,Id_9ydnfisbob,2023-02-14,4,studying,,Urban,Eastern Cape,1.0,,,3.0,0 - 29 %,,60 - 69 %,,,1,1,2000,1,1
3359,3359,Id_yfkldlfhi6,2022-07-29,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2001,1,0
3360,3360,Id_wvunu1n0ng,2022-08-08,3,other,,Rural,Limpopo,0.0,,,0.0,,,,,,0,1,1995,9,1
3361,3361,Id_q7drfn5wmy,2023-03-22,4,unemployed,764.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,5.0,,70 - 79 %,,60 - 69 %,,1,1,2002,6,0
3362,3362,Id_ceda8ydzvn,2023-03-17,4,unemployed,2256.0,Rural,Mpumalanga,0.0,0.0,0.0,,,,,,,1,1,1994,2,0
3363,3363,Id_uhs76t5mb0,2023-02-07,4,wage employed,854.0,Suburb,Free State,1.0,,,,0 - 29 %,,40 - 49 %,,0 - 29 %,0,1,1984,4,0
3364,3364,Id_2i5l11efch,2023-02-13,4,self employed,,Urban,Western Cape,,,,,,,,,,0,1,1999,3,1
3365,3365,Id_4u9tryvtzv,2022-03-16,2,unemployed,445.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,50 - 59 %,40 - 49 %,,,1,1,2000,1,0
3366,3366,Id_qjras5zkdc,2023-02-13,4,wage employed,31.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,0,1,2000,1,0
3367,3367,Id_5xnwx6ryip,2022-02-28,2,wage employed,52.0,Urban,Gauteng,1.0,,,5.0,,50 - 59 %,,50 - 59 %,,0,1,2000,10,1
3368,3368,Id_kvt1idpk2p,2022-03-17,2,wage employed,61.0,Urban,Gauteng,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,1
3369,3369,Id_ctlpa901uz,2023-02-15,4,studying,,Urban,Free State,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,0,1,1999,5,0
3370,3370,Id_ode8i12oba,2022-02-22,2,studying,,Rural,KwaZulu-Natal,1.0,,,2.0,,,,,,0,1,1990,10,1
3371,3371,Id_xo5ks7vlii,2022-08-04,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,2.0,,30 - 39 %,60 - 69 %,,,1,1,1998,6,0
3372,3372,Id_b4a78nm4nk,2022-03-14,2,wage employed,59.0,Suburb,Mpumalanga,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,1,1,2000,1,1
3373,3373,Id_syrhugrlw1,2022-03-02,2,unemployed,6.0,Urban,Gauteng,1.0,,,0.0,0 - 29 %,,70 - 79 %,,0 - 29 %,0,1,1999,11,0
3374,3374,Id_619wn30vlx,2023-02-28,4,self employed,220.0,Rural,Eastern Cape,,,,,,,,,,0,1,2001,12,1
3375,3375,Id_1zz1044jjf,2022-08-12,3,studying,,Urban,Free State,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,1992,8,0
3376,3376,Id_fhd54cym9b,2023-03-23,4,unemployed,429.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,2002,5,0
3377,3377,Id_4cuo6avp6y,2022-03-03,2,unemployed,304.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,1,1,2000,1,1
3378,3378,Id_hq3gvhx3pr,2023-03-16,4,unemployed,1890.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1991,2,0
3379,3379,Id_iunpn2y312,2023-02-06,4,unemployed,882.0,Urban,Gauteng,0.0,,,2.0,,,,,,1,1,2000,1,0
3380,3380,Id_btkdn56seq,2023-02-20,4,studying,,Rural,Eastern Cape,,,,,,,,,,0,1,2001,6,0
3381,3381,Id_gtvmpf9z8h,2023-03-24,4,unemployed,643.0,Rural,Mpumalanga,1.0,0.0,0.0,,,0 - 29 %,30 - 39 %,,,1,1,1999,8,0
3382,3382,Id_jyhjfqhi4r,2023-02-07,4,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,40 - 49 %,,30 - 39 %,1,1,2000,1,0
3383,3383,Id_cloe33cqpm,2022-03-10,2,studying,,Urban,Western Cape,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,1997,9,1
3384,3384,Id_k3defmcubs,2022-02-25,2,unemployed,60.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,5.0,,,,,,1,1,2000,12,0
3385,3385,Id_09zumgibv2,2022-03-02,2,unemployed,521.0,Rural,Eastern Cape,0.0,,,2.0,,,,,,0,1,1995,1,0
3386,3386,Id_1dutpbjgn2,2022-03-15,2,unemployed,351.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,50 - 59 %,60 - 69 %,,,1,1,2000,1,1
3387,3387,Id_31sa68nbyc,2022-07-28,3,employment programme,,Suburb,Gauteng,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,1996,1,0
3388,3388,Id_hijyc83v92,2022-03-16,2,unemployed,691.0,Urban,Eastern Cape,1.0,,,1.0,40 - 49 %,,50 - 59 %,,,0,1,2000,1,1
3389,3389,Id_1r0b8uidhf,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,0.0,,50 - 59 %,,40 - 49 %,,0,1,2002,9,0
3390,3390,Id_rmey0jxgc8,2023-02-14,4,wage employed,122.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,,1,1,2000,1,0
3391,3391,Id_7hgr6e8kci,2023-03-22,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,,60 - 69 %,,50 - 59 %,,1,1,2003,6,0
3392,3392,Id_2zeniuw4kp,2023-02-06,4,unemployed,36.0,Urban,Eastern Cape,1.0,1.0,0.0,0.0,,60 - 69 %,50 - 59 %,,,1,1,1990,2,0
3393,3393,Id_y5fw4uxo5i,2023-02-08,4,unemployed,859.0,Urban,Free State,,,,,,,,,,1,1,1987,9,0
3394,3394,Id_fooxnj6097,2023-02-06,4,studying,,Rural,Limpopo,1.0,,,1.0,,60 - 69 %,60 - 69 %,,,0,1,2000,1,1
3395,3395,Id_xtb7jirp4j,2023-02-27,4,wage employed,151.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,1
3396,3396,Id_yuzw56utsy,2022-03-04,2,employment programme,102.0,Urban,Eastern Cape,0.0,,,3.0,,,,,,1,1,2000,1,1
3397,3397,Id_8k9sn6sy7j,2022-07-29,3,self employed,,Urban,Gauteng,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,2003,4,0
3398,3398,Id_qstzt11sy0,2022-07-28,3,unemployed,217.0,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,2000,5,0
3399,3399,Id_o7wo9s0de1,2021-08-18,1,studying,,Urban,Western Cape,1.0,,,4.0,,50 - 59 %,60 - 69 %,,,0,1,1999,9,0
3400,3400,Id_2k1m87wb7j,2022-02-28,2,studying,,Urban,Free State,1.0,0.0,0.0,3.0,,40 - 49 %,50 - 59 %,,,0,1,1997,12,1
3401,3401,Id_hkljdfejka,2023-02-06,4,self employed,1711.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,1995,2,1
3402,3402,Id_mswd9tnfgw,2022-08-05,3,unemployed,5.0,Urban,Mpumalanga,1.0,,,2.0,,50 - 59 %,60 - 69 %,,,1,1,2000,8,0
3403,3403,Id_zf3p3y57ls,2022-07-29,3,studying,,Urban,Gauteng,1.0,0.0,0.0,,,0 - 29 %,40 - 49 %,,,1,1,2003,4,0
3404,3404,Id_om8lat7zxz,2023-02-17,4,unemployed,638.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,,1,1,1997,12,0
3405,3405,Id_3np7ubms3w,2022-08-05,3,other,,Rural,North West,1.0,,,3.0,,60 - 69 %,60 - 69 %,,,0,1,1999,8,1
3406,3406,Id_u58gi6yhz6,2022-02-28,2,self employed,767.0,Urban,Eastern Cape,,,,,,,,,,0,1,1992,4,1
3407,3407,Id_pslc1o9yus,2023-03-16,4,unemployed,33.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,30 - 39 %,50 - 59 %,,,1,1,1998,10,0
3408,3408,Id_ref4eynqt5,2023-03-03,4,unemployed,365.0,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,2000,1,0
3409,3409,Id_lqvix6d7bb,2023-02-13,4,studying,,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1997,5,0
3410,3410,Id_8lr0npscpn,2022-03-09,2,unemployed,72.0,Urban,Gauteng,,,,,,,,,,1,1,1986,8,0
3411,3411,Id_gvy1o0g3or,2023-03-01,4,unemployed,1556.0,Urban,Gauteng,1.0,0.0,0.0,,,60 - 69 %,,60 - 69 %,,1,1,2000,1,0
3412,3412,Id_uz4zvc4m4v,2023-03-22,4,studying,,Urban,Gauteng,1.0,1.0,0.0,5.0,,60 - 69 %,80 - 100 %,,,1,1,2001,6,0
3413,3413,Id_dep60jkp5a,2023-02-02,4,wage employed,28.0,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
3414,3414,Id_1p9vn01i8r,2022-08-04,3,other,,Urban,Gauteng,,,,,,,,,,1,1,2000,10,1
3415,3415,Id_ppf55n4lm1,2023-02-02,4,wage employed,61.0,Rural,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,2002,11,0
3416,3416,Id_m3e51iud19,2022-03-11,2,wage employed,103.0,Suburb,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1,0
3417,3417,Id_a6tlndluhh,2023-03-23,4,studying,,Rural,Limpopo,1.0,1.0,0.0,2.0,50 - 59 %,,60 - 69 %,,60 - 69 %,1,1,1999,10,1
3418,3418,Id_j8xnq83nim,2023-02-10,4,unemployed,1497.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,6,0
3419,3419,Id_t1a2u8p03y,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,5.0,,50 - 59 %,,50 - 59 %,,0,1,2003,7,0
3420,3420,Id_psow85xzpn,2022-03-17,2,unemployed,811.0,Urban,Gauteng,,,,,,,,,,0,1,2000,1,0
3421,3421,Id_2lcxvvqf7k,2022-08-03,3,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,5.0,50 - 59 %,,,60 - 69 %,40 - 49 %,1,1,1999,11,0
3422,3422,Id_7x0q9dfvc5,2023-02-07,4,wage employed,122.0,Rural,Limpopo,1.0,,,,,,,,,1,1,1993,1,0
3423,3423,Id_4vli4ttdan,2023-02-14,4,wage employed,245.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1998,9,0
3424,3424,Id_84rpphqndm,2023-03-14,4,wage employed,92.0,Urban,Western Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1989,9,0
3425,3425,Id_bb0e1ze9lw,2023-03-24,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2000,8,0
3426,3426,Id_f5z75oaf9u,2022-03-08,2,self employed,245.0,Urban,Gauteng,1.0,,,5.0,,,,,,1,1,1991,6,1
3427,3427,Id_jbxuqoja4u,2022-02-28,2,unemployed,798.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3428,3428,Id_zfo64tc07e,2022-07-29,3,wage employed,,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,60 - 69 %,,,1,1,2000,10,0
3429,3429,Id_0mrgxc55vo,2022-08-08,3,unemployed,339.0,Urban,Gauteng,1.0,,,,,40 - 49 %,50 - 59 %,,40 - 49 %,1,1,1989,5,0
3430,3430,Id_20lzz3tkwv,2023-02-13,4,wage employed,92.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1995,2,1
3431,3431,Id_2gslsbhyyp,2022-03-02,2,unemployed,776.0,Rural,Limpopo,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,1
3432,3432,Id_ntb75hkivl,2022-07-28,3,studying,,Rural,North West,1.0,0.0,0.0,1.0,70 - 79 %,,60 - 69 %,,60 - 69 %,0,1,1999,3,0
3433,3433,Id_3fhb1uwjve,2023-02-15,4,unemployed,36.0,Urban,Gauteng,,,,,,,,,,0,1,2000,5,0
3434,3434,Id_q80pe2zcc4,2022-08-04,3,self employed,1070.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,0 - 29 %,0,1,1994,4,1
3435,3435,Id_cg6mjqtnuz,2022-02-23,2,self employed,1880.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,1994,6,1
3436,3436,Id_wv14ikl91z,2022-08-04,3,other,,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,2000,9,0
3437,3437,Id_gy3mxtktfo,2023-03-06,4,studying,,Suburb,Free State,1.0,0.0,0.0,5.0,40 - 49 %,,,50 - 59 %,60 - 69 %,1,1,2001,12,0
3438,3438,Id_6f12qvs3kj,2022-03-14,2,studying,,Rural,Mpumalanga,0.0,0.0,0.0,2.0,,,,,,1,1,2000,1,1
3439,3439,Id_v9iwee1it3,2022-08-05,3,unemployed,583.0,Urban,Limpopo,,,,,,,,,,1,1,1991,9,0
3440,3440,Id_xucfby0scl,2023-02-27,4,wage employed,181.0,Rural,Gauteng,1.0,0.0,0.0,1.0,30 - 39 %,,70 - 79 %,,30 - 39 %,0,1,1996,1,0
3441,3441,Id_96g8o1w563,2023-02-17,4,wage employed,1979.0,Urban,Free State,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1995,10,0
3442,3442,Id_dkxz3obzrq,2022-02-28,2,self employed,86.0,Urban,Eastern Cape,,,,,,,,,,0,1,2000,1,1
3443,3443,Id_5z810x5vhy,2022-03-16,2,studying,,Urban,Gauteng,,,,,,,,,,1,1,2000,1,0
3444,3444,Id_iy4wu5ij05,2021-08-17,1,wage employed,0.0,Urban,Western Cape,1.0,,,1.0,,,,,,1,1,1991,4,0
3445,3445,Id_ihuejfsk8l,2022-07-28,3,self employed,1588.0,Urban,Gauteng,1.0,0.0,0.0,4.0,50 - 59 %,,,50 - 59 %,40 - 49 %,0,1,1998,8,1
3446,3446,Id_8kope4ck4l,2022-02-25,2,unemployed,67.0,Urban,Gauteng,1.0,,,,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,2003,2,0
3447,3447,Id_pg4jtzgf6j,2022-02-22,2,unemployed,905.0,Urban,Western Cape,0.0,,,3.0,,,,,,1,1,2000,8,1
3448,3448,Id_09cs7wvqza,2023-02-02,4,unemployed,1132.0,Urban,Gauteng,,,,,,,,,,0,1,1997,11,0
3449,3449,Id_s80rkwho8p,2023-03-13,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,60 - 69 %,,,1,1,1998,1,0
3450,3450,Id_aimniwax4b,2022-08-05,3,unemployed,370.0,Urban,Eastern Cape,0.0,,,3.0,,,,,,1,1,1993,3,0
3451,3451,Id_odo8nkvyhx,2022-02-25,2,unemployed,396.0,Rural,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,0,1,1998,11,0
3452,3452,Id_5rxothf56h,2023-02-27,4,unemployed,67.0,Urban,Free State,1.0,0.0,0.0,2.0,30 - 39 %,,40 - 49 %,,0 - 29 %,0,1,1998,10,0
3453,3453,Id_w33yjdly7o,2022-03-02,2,wage employed,395.0,Urban,Western Cape,1.0,,,5.0,,70 - 79 %,,60 - 69 %,,0,1,1999,9,0
3454,3454,Id_5gxuzxabum,2022-08-08,3,other,,Urban,Gauteng,0.0,,,,,,,,,1,1,2000,4,0
3455,3455,Id_1jqdujmui5,2022-03-16,2,studying,,Urban,Limpopo,1.0,0.0,0.0,1.0,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,2000,1,0
3456,3456,Id_bd4ukvthry,2022-03-11,2,self employed,0.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3457,3457,Id_rsh51ppabu,2022-02-28,2,self employed,1132.0,Suburb,KwaZulu-Natal,1.0,0.0,1.0,0.0,,30 - 39 %,40 - 49 %,,,0,1,1996,1,1
3458,3458,Id_yn9b6vwf35,2023-02-09,4,unemployed,220.0,Urban,Mpumalanga,,,,,,,,,,0,1,1990,11,0
3459,3459,Id_1thcosabbg,2023-02-20,4,unemployed,1316.0,Urban,Free State,,,,,,,,,,0,1,1994,5,0
3460,3460,Id_g2e44stdgc,2022-02-24,2,unemployed,790.0,Urban,KwaZulu-Natal,1.0,,,1.0,,40 - 49 %,50 - 59 %,,,1,1,2001,1,0
3461,3461,Id_4l3qzp5wju,2023-02-16,4,studying,,Urban,Northern Cape,,,,,,,,,,1,1,2003,11,0
3462,3462,Id_u6lp1ocdtt,2022-08-01,3,other,,Urban,Gauteng,1.0,0.0,0.0,2.0,50 - 59 %,,70 - 79 %,,40 - 49 %,1,1,2004,1,1
3463,3463,Id_r7mnctifkh,2023-02-17,4,wage employed,153.0,Urban,Limpopo,1.0,1.0,0.0,,,50 - 59 %,60 - 69 %,,,1,1,1995,12,0
3464,3464,Id_w34kzz54m6,2022-02-24,2,wage employed,639.0,Urban,Free State,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,1,1,1995,5,1
3465,3465,Id_urwkp2qbt6,2023-02-10,4,unemployed,1528.0,Urban,Western Cape,0.0,0.0,0.0,1.0,,,,,,0,1,1994,1,0
3466,3466,Id_rytblrgv95,2023-02-17,4,wage employed,243.0,Urban,Northern Cape,,,,,,,,,,0,1,1998,10,0
3467,3467,Id_tzfbk6w8t7,2023-03-22,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,1996,12,0
3468,3468,Id_q8gauuprxe,2023-02-27,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1998,7,0
3469,3469,Id_rbpfngcx54,2023-02-16,4,wage employed,395.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,50 - 59 %,,60 - 69 %,,50 - 59 %,1,1,2000,1,1
3470,3470,Id_d0tyuu4cdk,2022-08-10,3,unemployed,948.0,Rural,Limpopo,,,,,,,,,,1,1,2000,1,0
3471,3471,Id_vhvk8mf0uq,2023-03-15,4,unemployed,1252.0,Urban,Eastern Cape,1.0,0.0,0.0,,30 - 39 %,,30 - 39 %,,30 - 39 %,1,1,1988,5,0
3472,3472,Id_e8cdzf6iwn,2021-08-11,1,studying,,Urban,Western Cape,1.0,,,3.0,,40 - 49 %,60 - 69 %,,,1,1,1996,5,0
3473,3473,Id_e3rgy4fjqx,2022-03-17,2,unemployed,446.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,2000,1,0
3474,3474,Id_5wokmpbo37,2021-08-18,1,studying,,Urban,Gauteng,1.0,0.0,1.0,,,30 - 39 %,60 - 69 %,,,1,1,1989,1,0
3475,3475,Id_t4zrc9nu2p,2023-03-07,4,studying,,Rural,Limpopo,1.0,1.0,0.0,,50 - 59 %,,60 - 69 %,,50 - 59 %,1,1,2000,2,0
3476,3476,Id_35c2mrpv1n,2023-02-15,4,studying,,Urban,North West,0.0,0.0,0.0,3.0,,,,,,1,1,2000,1,0
3477,3477,Id_ovsne58ces,2023-03-03,4,unemployed,156.0,Rural,Limpopo,,,,,,,,,,0,1,1992,4,0
3478,3478,Id_mbbrhnsg9k,2022-08-01,3,unemployed,948.0,Urban,Mpumalanga,,,,,,,,,,1,1,1998,12,0
3479,3479,Id_unejcynzxy,2023-02-01,4,unemployed,1132.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,1,1,2000,7,0
