,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target
2936,Id_u88vscg9f7,2023-02-27,4,unemployed,1528.0,Urban,Limpopo,,,,,,,,,,0,1,1999,3,0
2937,Id_3syk7k3jw0,2022-08-08,3,unemployed,583.0,Rural,KwaZulu-Natal,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,0,1,2000,7,0
2938,Id_yx5373a1wp,2023-02-15,4,wage employed,5.0,Urban,Free State,1.0,0.0,0.0,,,50 - 59 %,30 - 39 %,,,0,1,1999,5,1
2939,Id_bras6kfzhm,2022-07-29,3,unemployed,613.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,50 - 59 %,,,1,1,2000,4,0
2940,Id_9o53qcr4tb,2022-03-02,2,unemployed,622.0,Rural,Eastern Cape,1.0,0.0,0.0,1.0,30 - 39 %,,40 - 49 %,,50 - 59 %,1,1,2000,1,1
2941,Id_rh8ijsex35,2023-02-13,4,wage employed,153.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,12,0
2942,Id_31duvfhc4i,2023-03-15,4,wage employed,1431.0,Urban,Limpopo,0.0,0.0,0.0,3.0,,,,,,1,1,1989,12,0
2943,Id_l8xcgzmcoy,2022-09-03,3,wage employed,,Rural,Free State,1.0,0.0,0.0,5.0,,30 - 39 %,,40 - 49 %,,0,1,1989,8,0
2944,Id_mzcls0bu6h,2023-02-08,4,wage employed,334.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1988,9,0
2945,Id_kuq5f43nrl,2022-08-03,3,wage and self employed,917.0,Suburb,Western Cape,,,,,,,,,,1,1,1992,5,1
2946,Id_i7070k4pg4,2023-03-16,4,unemployed,429.0,Urban,Gauteng,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,1,1,1999,6,0
2947,Id_lvwrrwbs70,2023-03-02,4,unemployed,33.0,Urban,Gauteng,,,,,,,,,,0,1,1998,6,0
2948,Id_m8z1wr3nln,2023-02-02,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1,0
2949,Id_cs1x59hr9k,2022-03-03,2,self employed,815.0,Urban,Gauteng,1.0,,,,,50 - 59 %,60 - 69 %,,,1,1,2000,1,1
2950,Id_n170mxrixu,2023-02-22,4,wage employed,243.0,Urban,Free State,1.0,0.0,0.0,2.0,50 - 59 %,,50 - 59 %,,70 - 79 %,0,1,1998,11,0
2951,Id_o9wtxozf9n,2023-02-02,4,wage employed,59.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,70 - 79 %,60 - 69 %,,,0,1,2002,12,0
2952,Id_89pthrami1,2023-02-08,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1,0
2953,Id_3y3c9jmhjx,2023-02-13,4,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,,30 - 39 %,40 - 49 %,,,0,1,2000,10,0
2954,Id_wp6jr3093r,2022-03-01,2,studying,,Urban,Gauteng,1.0,,,3.0,50 - 59 %,,60 - 69 %,,,0,1,2001,2,0
2955,Id_e7j8fqpxx2,2023-03-23,4,unemployed,1160.0,Urban,Gauteng,0.0,0.0,0.0,,,,,,,1,1,2000,9,0
2956,Id_buvx5b9k2s,2023-02-13,4,unemployed,1497.0,Suburb,Gauteng,1.0,0.0,0.0,1.0,,60 - 69 %,60 - 69 %,,,1,1,2000,1,0
2957,Id_2ybg2ic3s6,2023-02-14,4,unemployed,311.0,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,1994,2,0
2958,Id_igx1lndaup,2022-07-29,3,other,,Rural,Limpopo,1.0,0.0,0.0,2.0,,50 - 59 %,50 - 59 %,,,0,1,2002,6,1
2959,Id_r5b06vcrhy,2022-02-23,2,unemployed,1189.0,Urban,Gauteng,1.0,,,4.0,0 - 29 %,,50 - 59 %,,40 - 49 %,1,1,1997,5,0
2960,Id_8w4tpjti45,2023-02-08,4,studying,,Urban,Limpopo,1.0,0.0,0.0,3.0,60 - 69 %,,70 - 79 %,,60 - 69 %,0,1,1997,1,0
2961,Id_apd0ygy0o6,2023-02-10,4,studying,,Urban,North West,1.0,0.0,0.0,4.0,40 - 49 %,,50 - 59 %,,0 - 29 %,1,1,1997,3,0
2962,Id_18mo70hkfs,2022-08-11,3,unemployed,5.0,Suburb,Gauteng,1.0,0.0,1.0,5.0,,60 - 69 %,,40 - 49 %,,1,1,2001,11,0
2963,Id_or7hex6r3w,2022-08-05,3,other,,Rural,Mpumalanga,0.0,,,1.0,,,,,,1,1,1996,11,1
2964,Id_4dd5h258hw,2022-02-25,2,self employed,123.0,Urban,Gauteng,1.0,,,3.0,,40 - 49 %,50 - 59 %,,,1,1,1999,3,1
2965,Id_go1y0741fk,2022-08-02,3,unemployed,1193.0,Urban,Eastern Cape,0.0,0.0,0.0,2.0,,,,,,0,1,1990,9,0
2966,Id_qdlt3iab9b,2023-02-13,4,studying,,Urban,Gauteng,1.0,,,3.0,,30 - 39 %,,40 - 49 %,,1,1,2000,1,0
2967,Id_clw11j6f5x,2022-02-23,2,unemployed,2281.0,Rural,Mpumalanga,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,1993,9,0
2968,Id_jag0uojuy2,2023-02-10,4,wage employed,5.0,Urban,Western Cape,0.0,0.0,0.0,5.0,,,,,,1,1,2003,1,1
2969,Id_24p0kdrrzl,2023-03-09,4,unemployed,1890.0,Urban,Gauteng,,,,,,,,,,1,1,1993,12,0
2970,Id_baavfn8q9c,2023-03-15,4,unemployed,95.0,Rural,Eastern Cape,,,,,,,,,,1,1,2000,10,0
2971,Id_0uxe2it5cw,2023-03-20,4,unemployed,455.0,Rural,Mpumalanga,,,,,,,,,,1,1,2000,5,0
2972,Id_fpe88y5t0u,2023-03-20,4,self employed,,Rural,KwaZulu-Natal,,,,,,,,,,1,1,1988,11,1
2973,Id_xed18ylj3m,2023-02-10,4,wage employed,92.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,,,0 - 29 %,40 - 49 %,,,0,1,1998,5,1
2974,Id_9vyn9qpdi1,2022-08-08,3,unemployed,644.0,Urban,Western Cape,0.0,0.0,0.0,,,,,,,1,1,2000,4,0
2975,Id_g83js3mgqj,2023-03-14,4,wage employed,638.0,Urban,North West,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,1993,5,0
2976,Id_j9ne4mascw,2023-02-21,4,unemployed,401.0,Suburb,Eastern Cape,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,0,1,2003,5,0
2977,Id_uld5y5ughq,2022-02-21,2,unemployed,879.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,40 - 49 %,,40 - 49 %,,30 - 39 %,1,1,1997,4,1
2978,Id_85qr5tckj5,2022-03-08,2,unemployed,2767.0,Urban,Gauteng,,,,,,,,,,1,1,1985,12,1
2979,Id_z5q6ov0xkz,2023-02-01,4,unemployed,767.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1994,7,0
2980,Id_2zlc232g44,2023-02-28,4,unemployed,281.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,,60 - 69 %,,0 - 29 %,0,1,1994,2,0
2981,Id_0vy1vwll2z,2022-07-29,3,unemployed,1223.0,Urban,Gauteng,,,,,,,,,,0,1,1999,2,0
2982,Id_94tq8gpcj8,2023-02-08,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1999,4,0
2983,Id_5wf8aaidk7,2022-03-14,2,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,,40 - 49 %,,1,1,2000,1,1
2984,Id_hl5zvw96dl,2021-08-12,1,unemployed,242.0,Urban,Northern Cape,0.0,,,2.0,,,,,,1,1,1998,6,1
2985,Id_tgeffhhngb,2023-03-02,4,wage employed,334.0,Urban,Eastern Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
2986,Id_wgrnmgdqz5,2022-08-11,3,other,,Rural,Limpopo,1.0,0.0,0.0,,50 - 59 %,,40 - 49 %,,30 - 39 %,0,1,1990,10,1
2987,Id_woseh1sa2h,2023-02-08,4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,70 - 79 %,70 - 79 %,,,1,1,2002,4,0
2988,Id_mpnv5avuw6,2022-07-29,3,wage employed,,Urban,Gauteng,,,,,,,,,,0,1,1995,7,0
2989,Id_4290ivzyzr,2023-02-13,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,2004,1,0
2990,Id_c6s3yh6fik,2021-08-17,1,wage employed,0.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,1996,10,0
2991,Id_io3b9bqhq1,2022-08-01,3,wage employed,,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,60 - 69 %,50 - 59 %,,,0,1,1990,8,0
2992,Id_r0zi4459t0,2022-09-03,3,other,,Urban,KwaZulu-Natal,1.0,,,3.0,0 - 29 %,,50 - 59 %,,,0,1,1996,3,1
2993,Id_4bjjr3du1t,2022-03-04,2,studying,,Urban,Western Cape,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2000,1,0
2994,Id_mei9o8hrc7,2021-08-12,1,studying,,Urban,Gauteng,1.0,,,3.0,,,,,,1,1,1996,8,1
2995,Id_yipj1sgil2,2023-03-08,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,70 - 79 %,60 - 69 %,,,1,1,2003,3,0
2996,Id_r0r5wkm22p,2023-03-20,4,unemployed,521.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,2,0
2997,Id_2dse7xn60g,2023-03-01,4,unemployed,1525.0,Urban,Mpumalanga,1.0,,,2.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1,0
2998,Id_fshgjx188t,2022-08-10,3,unemployed,370.0,Urban,Free State,1.0,0.0,0.0,,0 - 29 %,,40 - 49 %,,,1,1,1997,2,0
2999,Id_o1aalcgir2,2022-07-29,3,studying,,Rural,Limpopo,1.0,0.0,0.0,1.0,,30 - 39 %,40 - 49 %,,,0,1,1999,3,0
3000,Id_zs89qzdeh3,2023-02-24,4,unemployed,1826.0,Rural,Limpopo,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,0,1,1989,2,1
3001,Id_ar1spsmyue,2022-07-28,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2003,9,0
3002,Id_fz7w3qbaya,2023-02-15,4,unemployed,67.0,Rural,Mpumalanga,1.0,0.0,0.0,5.0,,50 - 59 %,40 - 49 %,,,0,1,2003,7,0
3003,Id_dc1heuau24,2023-03-15,4,unemployed,2287.0,Urban,North West,1.0,0.0,0.0,,,50 - 59 %,60 - 69 %,,,1,1,1994,4,0
3004,Id_lgi8lmlj8l,2023-02-20,4,unemployed,67.0,Rural,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,2001,6,0
3005,Id_e2j2rkgxgd,2023-03-13,4,unemployed,795.0,Urban,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,1989,10,0
3006,Id_nxksx3rmez,2023-02-06,4,studying,,Urban,Western Cape,0.0,0.0,0.0,4.0,,,,,,0,1,2000,8,0
3007,Id_kdb473us5l,2022-03-10,2,unemployed,73.0,Urban,Gauteng,1.0,,,1.0,,,,,,0,1,2001,4,0
3008,Id_ooa93l39b6,2022-07-29,3,studying,,Rural,Gauteng,,,,,,,,,,1,1,2004,4,0
3009,Id_9kd6ve4h6l,2021-08-23,1,self employed,270.0,Urban,Gauteng,0.0,,,4.0,,,,,,0,1,1995,11,1
3010,Id_f4tk3hxxup,2023-02-16,4,other,,Urban,North West,1.0,0.0,0.0,3.0,,50 - 59 %,40 - 49 %,,,0,1,2003,7,0
3011,Id_a39kazwhyb,2023-02-21,4,unemployed,304.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,0,1,1999,8,1
3012,Id_353rap2de9,2022-02-23,2,wage employed,703.0,Urban,Western Cape,1.0,0.0,0.0,5.0,,40 - 49 %,,40 - 49 %,,1,1,1989,12,1
3013,Id_xwbce4a59x,2022-08-02,3,other,,Urban,Eastern Cape,1.0,0.0,0.0,0.0,,50 - 59 %,60 - 69 %,,,0,1,1993,4,1
3014,Id_lpo7a2k59c,2023-03-01,4,wage employed,487.0,Rural,Limpopo,1.0,0.0,0.0,,0 - 29 %,,50 - 59 %,,,0,1,1998,8,0
3015,Id_is2amq8yra,2023-03-15,4,studying,,Rural,Limpopo,1.0,0.0,0.0,2.0,30 - 39 %,,60 - 69 %,,,1,1,2000,7,0
3016,Id_h7dad0gyg8,2022-08-05,3,studying,,Urban,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2004,3,0
3017,Id_0mbt33uakk,2022-03-02,2,studying,,Urban,Gauteng,0.0,,,,,,,,,1,1,2000,1,1
3018,Id_0aph3hx0w8,2022-02-28,2,unemployed,52.0,Urban,Free State,,,,,,,,,,0,1,1999,1,0
3019,Id_27vjyy8sqn,2022-03-07,2,studying,,Urban,Eastern Cape,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,2000,1,0
3020,Id_68y8l221o1,2022-03-04,2,unemployed,1160.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3021,Id_cklnvkj36s,2022-02-25,2,unemployed,401.0,Rural,Gauteng,1.0,,,2.0,0 - 29 %,,60 - 69 %,,,1,1,1996,9,1
3022,Id_8mza17217a,2022-09-03,3,other,,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,,60 - 69 %,,60 - 69 %,,1,1,1993,11,1
3023,Id_z0fcsp0y2n,2023-02-13,4,studying,,Rural,Limpopo,1.0,,,2.0,,50 - 59 %,50 - 59 %,,,1,1,2000,1,0
3024,Id_75t9g2dgk2,2023-02-10,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,60 - 69 %,,60 - 69 %,,60 - 69 %,0,1,1998,7,0
3025,Id_fbhkwhkiov,2021-08-18,1,studying,,Urban,Free State,0.0,,,3.0,,,,,,0,1,2001,3,1
3026,Id_mwyc8re3qt,2021-08-16,1,studying,,Urban,Western Cape,1.0,,,2.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
3027,Id_t0llamfmpw,2023-03-14,4,unemployed,1191.0,Urban,Free State,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,1,1,2000,4,0
3028,Id_yvvr5wxszn,2023-02-15,4,unemployed,432.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,60 - 69 %,50 - 59 %,,,0,1,1994,10,0
3029,Id_28euhd9x6d,2023-02-08,4,unemployed,334.0,Urban,Limpopo,0.0,0.0,0.0,2.0,,,,,,0,1,2001,10,0
3030,Id_1cp0lig1pe,2023-02-27,4,studying,,Suburb,Mpumalanga,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,0,1,2001,2,1
3031,Id_3bba1255xy,2022-03-10,2,unemployed,795.0,Rural,Limpopo,1.0,,,2.0,,30 - 39 %,60 - 69 %,,,1,1,2000,8,0
3032,Id_s0l48z9cx4,2023-02-13,4,unemployed,767.0,Urban,North West,1.0,,,3.0,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3033,Id_ba0gxpnfk5,2022-02-28,2,unemployed,32.0,Urban,Gauteng,,,,,,,,,,1,1,2000,4,0
3034,Id_3bkw5qtffh,2022-03-01,2,unemployed,64.0,Suburb,Western Cape,0.0,,,2.0,,,,,,0,1,1998,1,0
3035,Id_mhw1tr6lwc,2023-03-01,4,unemployed,795.0,Rural,Mpumalanga,1.0,1.0,,3.0,40 - 49 %,,50 - 59 %,,,0,1,2000,1,0
3036,Id_zt7jjrdepe,2022-08-10,3,wage employed,,Urban,Gauteng,,,,,,,,,,0,1,1985,8,0
3037,Id_9itcgjdyln,2023-02-13,4,self employed,,Urban,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,,1,1,2000,1,0
3038,Id_bj4kqi0or2,2023-02-10,4,unemployed,1492.0,Rural,North West,0.0,0.0,0.0,2.0,,,,,,1,1,2000,1,0
3039,Id_unquqpg2e7,2022-03-10,2,wage employed,385.0,Urban,Western Cape,0.0,,,4.0,,,,,,0,1,1995,9,1
3040,Id_wzyltoidud,2022-03-10,2,studying,,Urban,Gauteng,0.0,,,1.0,,,,,,1,1,1999,8,1
3041,Id_25wyjlzpy3,2021-08-18,1,wage employed,0.0,Urban,Gauteng,1.0,,,2.0,,,,,,0,1,1995,5,0
3042,Id_c50srtw6sw,2023-02-27,4,unemployed,401.0,Suburb,Free State,,,,,,,,,,0,1,2001,5,0
3043,Id_u0recn0zzw,2023-03-07,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,2002,12,0
3044,Id_56m6sdpub2,2023-03-01,4,wage employed,304.0,Urban,Northern Cape,1.0,,,3.0,,40 - 49 %,50 - 59 %,,,1,1,2000,1,1
3045,Id_inw1vkv1ww,2023-02-09,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,2003,5,0
3046,Id_xpwq7d7ug5,2023-03-22,4,unemployed,795.0,Urban,Gauteng,1.0,0.0,0.0,3.0,60 - 69 %,,70 - 79 %,,,1,1,2002,4,0
3047,Id_ciotoh8f1p,2023-02-24,4,unemployed,493.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,,40 - 49 %,,0 - 29 %,0,1,1996,4,0
3048,Id_f1ogxjyjk8,2023-03-24,4,studying,,Suburb,Limpopo,,,,,,,,,,1,1,2002,4,0
3049,Id_6rzml6p9jj,2023-02-02,4,self employed,,Urban,Gauteng,1.0,,,,,30 - 39 %,50 - 59 %,,,1,1,2000,1,0
3050,Id_towwu8wh72,2022-02-25,2,studying,,Urban,Free State,1.0,0.0,0.0,1.0,,60 - 69 %,40 - 49 %,,40 - 49 %,0,1,1999,2,0
3051,Id_5akx02hbcb,2023-02-06,4,studying,,Urban,Eastern Cape,1.0,,,,,70 - 79 %,50 - 59 %,,,0,1,2000,1,0
3052,Id_kn041jcfqd,2023-02-07,4,wage employed,334.0,Urban,Gauteng,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,1,1,1997,4,1
3053,Id_fo6x2rx8o5,2022-07-28,3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,60 - 69 %,,,0,1,2000,11,0
3054,Id_oz1q25ob4p,2023-02-01,4,studying,,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,,70 - 79 %,,40 - 49 %,0,1,2004,12,0
3055,Id_xpw9ffqdvu,2022-08-01,3,wage employed,127.0,Urban,Limpopo,1.0,0.0,0.0,,0 - 29 %,,60 - 69 %,,40 - 49 %,0,1,1999,2,1
3056,Id_41e3zazs06,2023-02-17,4,unemployed,457.0,Urban,Limpopo,,,,,,,,,,0,1,1995,2,1
3057,Id_a4tzkh7zn7,2023-02-27,4,other,,Suburb,Western Cape,1.0,0.0,0.0,5.0,,60 - 69 %,,40 - 49 %,,0,1,2001,4,0
3058,Id_umwwnfn5ff,2023-02-08,4,studying,,Suburb,Mpumalanga,1.0,0.0,0.0,,,40 - 49 %,50 - 59 %,,,1,1,2000,1,0
3059,Id_n9lrygud66,2022-03-16,2,unemployed,476.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,30 - 39 %,0,1,2000,1,0
3060,Id_xqhpmyw2wp,2022-02-24,2,unemployed,547.0,Urban,Eastern Cape,0.0,0.0,0.0,3.0,,,,,,1,1,1981,4,0
3061,Id_6h3ah37zm4,2023-02-13,4,wage employed,183.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,4.0,,70 - 79 %,50 - 59 %,,,0,1,1999,4,0
3062,Id_2nq1v3g6su,2023-03-06,4,studying,,Urban,Gauteng,0.0,0.0,0.0,3.0,,,,,,1,1,2002,2,0
3063,Id_vfs0inber5,2021-08-19,1,wage employed,0.0,Urban,Gauteng,1.0,1.0,,2.0,50 - 59 %,,40 - 49 %,,50 - 59 %,0,1,1987,10,0
3064,Id_hxhnksa8c2,2021-08-19,1,wage employed,0.0,Urban,Gauteng,1.0,,,,40 - 49 %,,40 - 49 %,,40 - 49 %,0,1,1990,5,1
3065,Id_j532hs0mmh,2022-08-05,3,other,,Urban,Limpopo,1.0,,,3.0,,,,,,1,1,1997,12,1
3066,Id_z3g407tr6m,2023-02-21,4,self employed,,Urban,Western Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2002,3,0
3067,Id_ox4pqatngj,2022-07-29,3,other,,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,50 - 59 %,,,1,1,2000,5,1
3068,Id_vznlryuirq,2022-08-03,3,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,30 - 39 %,,40 - 49 %,,,0,1,2000,12,0
3069,Id_1d9bu6qjxh,2023-02-28,4,unemployed,5.0,Urban,Free State,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,0,1,1999,2,0
3070,Id_rbs3aa7sk3,2023-02-14,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,0,1,2002,5,0
3071,Id_tlic5dp2de,2022-08-15,3,other,,Urban,Gauteng,,,,,,,,,,0,1,1987,3,1
3072,Id_2qx37ujh7q,2023-03-24,4,unemployed,95.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,,70 - 79 %,,30 - 39 %,1,1,2002,11,0
3073,Id_k5gm7ni8d9,2022-03-16,2,self employed,213.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,60 - 69 %,,50 - 59 %,,1,1,2000,1,1
3074,Id_034ohob59s,2023-02-27,4,studying,,Urban,Western Cape,,,,,,,,,,0,1,2003,6,1
3075,Id_7ujm5uc2bu,2023-02-20,4,wage employed,153.0,Urban,Gauteng,,,,,,,,,,0,1,1993,11,0
3076,Id_0bjg9fh635,2023-03-14,4,unemployed,5.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,11,0
3077,Id_89vadojnpq,2023-03-03,4,wage employed,5.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,30 - 39 %,,40 - 49 %,,1,1,2000,1,1
3078,Id_f6qhnd5ndh,2023-02-28,4,unemployed,342.0,Rural,KwaZulu-Natal,,,,,,,,,,0,1,1998,3,0
3079,Id_80cuww0pd0,2021-08-16,1,wage employed,0.0,Urban,KwaZulu-Natal,1.0,,,5.0,60 - 69 %,,,60 - 69 %,60 - 69 %,0,1,1992,12,0
3080,Id_ibodf4ayfn,2022-07-28,3,self employed,155.0,Urban,Gauteng,,,,,,,,,,0,1,1991,8,1
3081,Id_uq2w23taee,2021-08-16,1,studying,,Urban,Eastern Cape,1.0,0.0,0.0,3.0,,50 - 59 %,50 - 59 %,,,1,1,2000,11,0
3082,Id_u8cbkc7x49,2023-03-20,4,unemployed,2986.0,Urban,Gauteng,,,,,,,,,,1,1,1995,1,0
3083,Id_fzj8ttsonk,2023-03-06,4,studying,,Urban,Western Cape,1.0,1.0,0.0,5.0,,60 - 69 %,,60 - 69 %,,1,1,1998,8,1
3084,Id_ulm9uyoyy3,2023-02-15,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2002,8,1
3085,Id_i629j2xhib,2022-03-15,2,unemployed,366.0,Suburb,KwaZulu-Natal,1.0,0.0,1.0,,40 - 49 %,,60 - 69 %,,,1,1,2000,1,1
3086,Id_eqfzm1bqya,2022-09-03,3,unemployed,1010.0,Rural,Mpumalanga,1.0,,,2.0,30 - 39 %,,60 - 69 %,,,0,1,1997,7,0
3087,Id_347y928iv7,2022-07-29,3,unemployed,492.0,Urban,Limpopo,,,,,,,,,,0,1,1998,3,0
3088,Id_j9ayvsepeb,2022-02-25,2,unemployed,1156.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,,50 - 59 %,,1,1,1997,10,0
3089,Id_0jqvvutf8o,2023-02-06,4,studying,,Urban,Gauteng,1.0,1.0,0.0,,,40 - 49 %,50 - 59 %,,,0,1,1995,8,0
3090,Id_angd6c6aoi,2022-08-12,3,other,,Urban,Mpumalanga,1.0,0.0,0.0,4.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2003,5,1
3091,Id_o15dkg1gyf,2023-02-02,4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,50 - 59 %,,,0,1,2001,5,1
3092,Id_4iod8nvft4,2023-02-16,4,unemployed,67.0,Urban,Gauteng,1.0,,,5.0,,40 - 49 %,,50 - 59 %,,1,1,2000,1,0
3093,Id_ygv8m0cddo,2022-08-12,3,wage employed,90.0,Suburb,Western Cape,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,0,1,1996,4,0
3094,Id_s3fqxfvuwl,2023-03-13,4,studying,,Urban,Free State,0.0,0.0,0.0,3.0,,,,,,1,1,1989,3,0
3095,Id_qac0gh9lef,2022-02-28,2,unemployed,402.0,Suburb,Gauteng,1.0,,,1.0,,40 - 49 %,60 - 69 %,,,0,1,1998,10,0
3096,Id_g6knpj50ir,2022-07-28,3,studying,,Suburb,Gauteng,,,,,,,,,,0,1,2002,10,0
3097,Id_xxxblgpjh0,2022-08-08,3,studying,,Urban,Western Cape,1.0,0.0,0.0,5.0,,60 - 69 %,,60 - 69 %,,0,1,2003,11,0
3098,Id_kml11vlis1,2023-02-09,4,unemployed,1862.0,Rural,Mpumalanga,0.0,0.0,0.0,2.0,,,,,,1,1,1996,4,0
3099,Id_xb3nukg7gr,2022-08-04,3,self employed,1892.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,30 - 39 %,,50 - 59 %,0,1,1996,4,1
3100,Id_xd4xhvi8yu,2023-02-15,4,wage employed,120.0,Urban,Gauteng,1.0,0.0,0.0,,30 - 39 %,,,50 - 59 %,,1,1,2000,1,0
3101,Id_idng45hkd8,2022-03-10,2,unemployed,1367.0,Urban,Western Cape,1.0,0.0,0.0,1.0,30 - 39 %,,50 - 59 %,,0 - 29 %,1,1,1999,5,1
3102,Id_lfy8w91a8t,2022-02-28,2,unemployed,758.0,Urban,Western Cape,1.0,,,3.0,40 - 49 %,,50 - 59 %,,30 - 39 %,0,1,1990,10,1
3103,Id_db3td9fiq7,2023-02-13,4,unemployed,215.0,Urban,Gauteng,1.0,0.0,1.0,5.0,0 - 29 %,,60 - 69 %,,0 - 29 %,1,1,2000,1,1
3104,Id_8lq2zrp100,2022-03-04,2,unemployed,5.0,Rural,Limpopo,1.0,0.0,0.0,,,40 - 49 %,,60 - 69 %,,1,1,2000,1,0
3105,Id_83d7kul4to,2021-08-19,1,wage employed,0.0,Rural,Limpopo,0.0,,,3.0,,,,,,1,1,1999,6,0
3106,Id_3oa1ip50wj,2022-03-04,2,unemployed,84.0,Urban,Eastern Cape,1.0,1.0,0.0,4.0,50 - 59 %,,70 - 79 %,,40 - 49 %,1,1,2000,1,0
