,Unnamed: 0,Person_id,Survey_date,Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth
1516,1516,Id_ipc8z4thpq,2022-08-05,3,studying,,Urban,Mpumalanga,1.0,0.0,0.0,,60 - 69 %,,60 - 69 %,,60 - 69 %,0,1,2001,11
1517,1517,Id_5uf57n1y5u,2023-02-08,4,unemployed,365.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,0,1,2004,2
1518,1518,Id_toxgbqarvk,2022-03-11,2,unemployed,1170.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,,50 - 59 %,50 - 59 %,,,1,1,2000,1
1519,1519,Id_pwu53q9fid,2022-03-17,2,unemployed,21.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,2000,1
1520,1520,Id_qxcteydvw4,2023-03-15,4,unemployed,429.0,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2002,7
1521,1521,Id_zlxyvpskhr,2023-02-21,4,self employed,,Rural,KwaZulu-Natal,0.0,0.0,0.0,3.0,,,,,,0,1,1991,11
1522,1522,Id_yjwtrw4211,2023-03-17,4,unemployed,95.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2004,6
1523,1523,Id_e5jhqca5i4,2022-03-17,2,unemployed,80.0,Urban,Free State,1.0,0.0,0.0,,,40 - 49 %,30 - 39 %,,,0,1,2000,1
1524,1524,Id_dovofof2ez,2021-08-19,1,studying,,Urban,Mpumalanga,1.0,,,0.0,,,,,,0,1,1996,2
1525,1525,Id_qyypzx9dxd,2023-03-20,4,wage employed,61.0,Rural,Gauteng,,,,,,,,,,1,1,1993,3
1526,1526,Id_zdn85bltt8,2022-08-05,3,other,,Urban,Western Cape,1.0,,1.0,4.0,,30 - 39 %,,40 - 49 %,,1,1,1995,4
1527,1527,Id_xyrhqbrbtb,2022-03-17,2,studying,,Urban,Gauteng,1.0,,,4.0,,30 - 39 %,50 - 59 %,,,0,1,2000,1
1528,1528,Id_pfhj0zkdxv,2022-07-28,3,wage employed,,Urban,Gauteng,,,,,,,,,,0,1,2003,5
1529,1529,Id_qu8nj046vh,2022-03-10,2,unemployed,439.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,,40 - 49 %,60 - 69 %,,,1,1,2002,2
1530,1530,Id_qm01lkv6y9,2023-02-10,4,wage employed,273.0,Urban,North West,1.0,1.0,0.0,2.0,,60 - 69 %,60 - 69 %,,,1,1,2000,1
1531,1531,Id_oxs6ca9bfg,2023-02-16,4,studying,,Suburb,KwaZulu-Natal,1.0,0.0,0.0,,,40 - 49 %,40 - 49 %,,,0,1,1999,6
1532,1532,Id_y2ze63w79u,2022-08-11,3,other,,Rural,Gauteng,1.0,,,5.0,,40 - 49 %,50 - 59 %,,,1,1,1994,1
1533,1533,Id_u4plk2fwf7,2023-02-20,4,unemployed,36.0,Urban,Eastern Cape,,,,,,,,,,0,1,2003,10
1534,1534,Id_6z5b6j6qbu,2023-02-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,50 - 59 %,,,1,1,2001,1
1535,1535,Id_lqkf0cj1p1,2022-09-03,3,other,,Urban,Western Cape,1.0,,,5.0,,,,,,1,1,2002,4
1536,1536,Id_quwzwou3vz,2022-08-03,3,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,,60 - 69 %,,40 - 49 %,0,1,2000,8
1537,1537,Id_hhj18mp4sn,2022-08-02,3,unemployed,1678.0,Urban,Western Cape,,,,,,,,,,1,1,1997,6
1538,1538,Id_f6k196prq4,2023-03-24,4,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,2002,12
1539,1539,Id_3dytekgbci,2023-03-03,4,wage employed,120.0,Urban,KwaZulu-Natal,,,,,,,,,,0,1,1996,6
1540,1540,Id_29e1z7h6u4,2023-02-20,4,wage employed,183.0,Rural,Limpopo,,,,,,,,,,0,1,2002,9
1541,1541,Id_ni0yhnginh,2023-02-21,4,wage employed,0.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,70 - 79 %,50 - 59 %,,,0,1,1997,10
1542,1542,Id_8k8f95ykxk,2022-03-10,2,wage employed,34.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,4.0,,60 - 69 %,,50 - 59 %,,1,1,1993,7
1543,1543,Id_coio2zican,2023-02-22,4,self employed,,Rural,Mpumalanga,0.0,0.0,0.0,1.0,,,,,,0,1,1997,9
1544,1544,Id_ekv4iykprw,2023-02-01,4,wage employed,3137.0,Urban,Mpumalanga,1.0,0.0,0.0,,,50 - 59 %,40 - 49 %,,,0,1,1991,11
1545,1545,Id_7w5dm3cyu3,2022-03-18,2,studying,,Urban,Gauteng,1.0,,,,0 - 29 %,,,50 - 59 %,,0,1,2000,1
1546,1546,Id_s9sleswdwm,2023-03-20,4,wage employed,212.0,Urban,Western Cape,,,,,,,,,,1,1,1997,4
1547,1547,Id_jnv3klawmz,2022-02-28,2,unemployed,336.0,Urban,Gauteng,1.0,,,4.0,0 - 29 %,,60 - 69 %,,40 - 49 %,0,1,2003,2
1548,1548,Id_96q3d5zm6s,2023-03-23,4,unemployed,429.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,1998,2
1549,1549,Id_5nnxzvswv1,2022-03-18,2,studying,,Urban,KwaZulu-Natal,1.0,,,5.0,0 - 29 %,,,50 - 59 %,,0,1,2000,1
1550,1550,Id_n67tb71k1r,2023-02-13,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,1995,9
1551,1551,Id_hmdfu83skm,2022-03-07,2,employment programme,1784.0,Urban,Gauteng,1.0,0.0,0.0,4.0,70 - 79 %,,,70 - 79 %,70 - 79 %,0,1,2000,1
1552,1552,Id_bc4oor1bto,2022-03-09,2,studying,,Urban,KwaZulu-Natal,1.0,1.0,,5.0,0 - 29 %,,,70 - 79 %,,1,1,1994,8
1553,1553,Id_rdqh768b3r,2023-03-14,4,studying,,Urban,North West,,,,,,,,,,1,1,1994,3
1554,1554,Id_bbrypkl3ft,2022-03-15,2,wage employed,30.0,Urban,KwaZulu-Natal,1.0,,,1.0,,50 - 59 %,60 - 69 %,,,1,1,2000,1
1555,1555,Id_3n82oy9p15,2022-08-15,3,unemployed,552.0,Urban,Gauteng,1.0,,,4.0,,50 - 59 %,60 - 69 %,,,1,1,1998,2
1556,1556,Id_qivthxzr2a,2023-03-23,4,wage employed,547.0,Urban,Gauteng,,,,,,,,,,1,1,1994,5
1557,1557,Id_7ws4jz5001,2023-02-21,4,unemployed,1497.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,40 - 49 %,,,1,1,1996,8
1558,1558,Id_nz833h6upm,2022-02-22,2,studying,,Urban,Limpopo,1.0,0.0,0.0,2.0,,30 - 39 %,50 - 59 %,,,1,1,1999,7
1559,1559,Id_ub7dbguckh,2022-03-09,2,unemployed,1891.0,Urban,North West,1.0,,,,,50 - 59 %,60 - 69 %,,,1,1,1990,2
1560,1560,Id_cq54n2dcg3,2022-03-02,2,wage employed,151.0,Urban,Gauteng,1.0,0.0,0.0,3.0,,60 - 69 %,50 - 59 %,,,0,1,1992,4
1561,1561,Id_0hsgbh7fu1,2022-09-03,3,studying,,Urban,Gauteng,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,1998,3
1562,1562,Id_s5vcz76m8u,2023-02-20,4,wage employed,337.0,Urban,KwaZulu-Natal,1.0,0.0,1.0,,,30 - 39 %,50 - 59 %,,,0,1,1996,5
1563,1563,Id_wa1aktiovb,2022-03-14,2,studying,,Urban,Free State,1.0,,,5.0,30 - 39 %,,,60 - 69 %,,1,1,2000,1
1564,1564,Id_m153wx60hj,2021-08-17,1,employment programme,0.0,Urban,Gauteng,1.0,,,3.0,,,,,,1,1,1989,1
1565,1565,Id_8452i7jerw,2022-08-04,3,other,,Urban,Mpumalanga,1.0,,,5.0,,,,,,1,1,1992,11
1566,1566,Id_vn2x299g4w,2023-02-10,4,unemployed,1862.0,Rural,North West,1.0,0.0,0.0,2.0,,50 - 59 %,60 - 69 %,,,1,1,1999,9
1567,1567,Id_ombws0yt8w,2023-03-15,4,unemployed,64.0,Suburb,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,50 - 59 %,,,1,1,2003,5
1568,1568,Id_m1n0e6d2q3,2022-03-01,2,studying,,Urban,Free State,1.0,,,,,70 - 79 %,80 - 100 %,,,0,1,2002,6
1569,1569,Id_fjshad0tfs,2023-02-14,4,wage employed,122.0,Urban,Gauteng,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,2000,1
1570,1570,Id_4law5rnagk,2022-02-25,2,unemployed,822.0,Urban,Gauteng,,,,,,,,,,1,1,2001,2
1571,1571,Id_48gluzt7a3,2022-08-01,3,unemployed,1313.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,40 - 49 %,,30 - 39 %,1,1,2000,2
1572,1572,Id_d9mj1w2zlm,2023-02-20,4,unemployed,432.0,Rural,Mpumalanga,,,,,,,,,,0,1,1998,11
1573,1573,Id_2c47srurj7,2023-03-22,4,unemployed,64.0,Suburb,Gauteng,,,,,,,,,,1,1,2000,7
1574,1574,Id_1ehv4v8u5v,2022-08-03,3,studying,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1999,9
1575,1575,Id_nxjwl91wxs,2022-03-10,2,unemployed,1035.0,Urban,KwaZulu-Natal,1.0,,,5.0,,40 - 49 %,60 - 69 %,,,1,1,1997,11
1576,1576,Id_dk7a4ym0qp,2022-02-22,2,wage employed,60.0,Urban,KwaZulu-Natal,1.0,,,5.0,,,,,,1,1,1996,11
1577,1577,Id_g4ovfkuqix,2023-03-03,4,studying,,Rural,Mpumalanga,1.0,0.0,0.0,,,50 - 59 %,50 - 59 %,,,0,1,1999,9
1578,1578,Id_mo5vj0g0zx,2021-08-20,1,studying,,Urban,Limpopo,1.0,,,5.0,,,,,,0,1,1997,5
1579,1579,Id_pga279dvzu,2023-02-08,4,unemployed,342.0,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,40 - 49 %,,,0,1,1996,5
1580,1580,Id_k8fq0m29in,2022-08-05,3,wage employed,1678.0,Urban,Mpumalanga,,,,,,,,,,0,1,1995,6
1581,1581,Id_qdvblg1aea,2022-08-04,3,wage employed,36.0,Urban,Gauteng,1.0,,,4.0,,40 - 49 %,50 - 59 %,,,1,1,2001,10
1582,1582,Id_514fm191b1,2022-08-04,3,studying,,Rural,Northern Cape,1.0,,,3.0,,,,,,1,1,1998,7
1583,1583,Id_hppomtkw3n,2022-08-03,3,other,,Urban,Western Cape,1.0,0.0,0.0,5.0,30 - 39 %,,70 - 79 %,,,1,1,2002,6
1584,1584,Id_p9qc9r8oz1,2023-03-06,4,unemployed,0.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1996,9
1585,1585,Id_nxpbqjf2bd,2023-02-16,4,unemployed,1132.0,Suburb,Gauteng,1.0,0.0,0.0,2.0,,30 - 39 %,40 - 49 %,,,1,1,2000,1
1586,1586,Id_izog0o31bn,2022-07-28,3,other,,Urban,Gauteng,,,,,,,,,,1,1,2000,5
1587,1587,Id_912m7l9c8d,2023-03-17,4,unemployed,64.0,Rural,Mpumalanga,,,,,,,,,,1,1,2001,3
1588,1588,Id_lg7retw9ww,2022-08-03,3,unemployed,948.0,Suburb,KwaZulu-Natal,,,,,,,,,,1,1,1998,6
1589,1589,Id_wswjtvcuft,2023-02-15,4,wage employed,700.0,Suburb,Limpopo,0.0,0.0,0.0,,,,,,,0,1,1998,5
1590,1590,Id_9aqxopq9uy,2021-08-20,1,wage employed,0.0,Urban,Western Cape,0.0,0.0,0.0,5.0,,,,,,0,1,1992,1
1591,1591,Id_dizqcuygh7,2023-02-09,4,unemployed,767.0,Urban,Northern Cape,,,,,,,,,,1,1,2000,1
1592,1592,Id_24hmuyx4lu,2023-03-23,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,2000,2
1593,1593,Id_pbs1k81jdk,2023-02-09,4,unemployed,401.0,Suburb,Mpumalanga,0.0,0.0,0.0,1.0,,,,,,0,1,1999,8
1594,1594,Id_5bszucvd4t,2022-03-14,2,unemployed,273.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,40 - 49 %,,50 - 59 %,,40 - 49 %,1,1,2000,1
1595,1595,Id_ie7rpmi6ow,2023-02-14,4,wage employed,0.0,Suburb,Gauteng,,,,,,,,,,0,1,1997,11
1596,1596,Id_ypj8evnzun,2022-02-23,2,unemployed,981.0,Rural,Eastern Cape,0.0,,,,,,,,,1,1,1991,12
1597,1597,Id_iepx7buu9w,2022-03-18,2,unemployed,447.0,Suburb,Mpumalanga,1.0,,,5.0,30 - 39 %,,,40 - 49 %,,0,1,2000,1
1598,1598,Id_69ria2mqih,2022-03-18,2,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,,40 - 49 %,30 - 39 %,,,0,1,2000,1
1599,1599,Id_96lb0mej8g,2022-03-15,2,unemployed,214.0,Rural,KwaZulu-Natal,,,,,,,,,,1,1,2000,1
1600,1600,Id_sndwx7ylvg,2023-03-24,4,studying,,Rural,KwaZulu-Natal,1.0,0.0,0.0,2.0,,,,50 - 59 %,,1,1,1995,12
1601,1601,Id_v6ka5h5pme,2022-03-07,2,unemployed,1160.0,Urban,Western Cape,1.0,,,,,40 - 49 %,,50 - 59 %,,0,1,2000,1
1602,1602,Id_m6x3vmh0id,2023-02-22,4,wage employed,181.0,Urban,Free State,,,,,,,,,,0,1,1991,8
1603,1603,Id_krw9rsq72a,2023-03-20,4,self employed,,Rural,Eastern Cape,,,,,,,,,,1,1,1996,7
1604,1604,Id_bvrybvkauc,2023-02-10,4,studying,,Urban,Western Cape,1.0,1.0,0.0,3.0,50 - 59 %,,60 - 69 %,,40 - 49 %,0,1,1997,2
1605,1605,Id_ssq5kv9zxg,2023-02-08,4,studying,,Rural,Limpopo,1.0,0.0,0.0,,40 - 49 %,,60 - 69 %,,50 - 59 %,1,1,2003,7
1606,1606,Id_7khb49l40f,2021-08-13,1,wage employed,0.0,Urban,Free State,1.0,,,1.0,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,1989,5
1607,1607,Id_arpv2c4o34,2022-02-28,2,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,5.0,,50 - 59 %,,40 - 49 %,,0,1,1998,5
1608,1608,Id_77660xv0hp,2023-03-01,4,unemployed,278.0,Rural,North West,,,,,,,,,,0,1,1996,2
1609,1609,Id_v4d7lczkca,2022-07-29,3,studying,,Urban,Gauteng,,,,,,,,,,1,1,2004,5
1610,1610,Id_2c1fdc98nb,2023-02-14,4,wage employed,184.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,,50 - 59 %,,,0,1,1997,1
1611,1611,Id_i5vwe6egsj,2022-08-04,3,studying,,Urban,Gauteng,,,,,,,,,,0,1,2000,7
1612,1612,Id_lv9x6pdnlw,2022-07-28,3,unemployed,978.0,Urban,Gauteng,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,0 - 29 %,1,1,1999,5
1613,1613,Id_ymv4d8xway,2023-03-17,4,unemployed,1770.0,Urban,Gauteng,,,,,,,,,,1,1,1991,10
1614,1614,Id_mpgsyehi64,2023-03-03,4,studying,,Urban,Gauteng,1.0,0.0,0.0,,,30 - 39 %,50 - 59 %,,,1,1,2000,1
1615,1615,Id_cgzm433vp0,2023-02-06,4,studying,,Urban,Gauteng,1.0,0.0,0.0,3.0,,30 - 39 %,50 - 59 %,,,1,1,2004,1
1616,1616,Id_85q7sy7s73,2021-08-20,1,unemployed,951.0,Urban,Limpopo,1.0,,,,,40 - 49 %,40 - 49 %,,,0,1,1997,12
1617,1617,Id_2mnmuw2sk0,2023-03-06,4,unemployed,217.0,Urban,Gauteng,1.0,0.0,0.0,,0 - 29 %,,30 - 39 %,,,1,1,1996,3
1618,1618,Id_akgm585p89,2023-03-02,4,unemployed,2256.0,Rural,KwaZulu-Natal,0.0,0.0,0.0,2.0,,,,,,0,1,1994,8
1619,1619,Id_if8yz77gp4,2023-02-14,4,unemployed,432.0,Suburb,Eastern Cape,,,,,,,,,,0,1,1999,1
1620,1620,Id_p48e7s6bd4,2023-03-07,4,unemployed,1826.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,50 - 59 %,,60 - 69 %,,30 - 39 %,1,1,1994,8
1621,1621,Id_s1xlpe5h8l,2023-02-27,4,studying,,Suburb,North West,1.0,0.0,0.0,4.0,70 - 79 %,,,50 - 59 %,,0,1,1996,9
1622,1622,Id_621ofyxye6,2022-08-04,3,other,,Urban,Western Cape,1.0,,,5.0,,,,,,1,1,2003,3
1623,1623,Id_al5rxgf8ge,2023-02-21,4,studying,,Urban,Eastern Cape,,,,,,,,,,0,1,1997,8
1624,1624,Id_gf9wdi5ws4,2023-03-14,4,unemployed,826.0,Urban,North West,1.0,0.0,0.0,3.0,,0 - 29 %,40 - 49 %,,,1,1,1998,4
1625,1625,Id_5w7aw9vz7s,2023-02-22,4,wage employed,273.0,Suburb,KwaZulu-Natal,,,,,,,,,,0,1,2000,7
1626,1626,Id_b4r6kgg0tw,2023-03-16,4,studying,,Rural,Limpopo,,,,,,,,,,1,1,1992,6
1627,1627,Id_o0wz1g8ehx,2022-02-24,2,wage employed,40.0,Urban,Western Cape,1.0,,,5.0,,,,,,1,1,2001,2
1628,1628,Id_988cd18v6s,2023-03-14,4,studying,,Urban,Western Cape,,,,,,,,,,1,1,1996,10
1629,1629,Id_uabgwoiryz,2023-03-02,4,unemployed,795.0,Rural,Mpumalanga,1.0,0.0,0.0,1.0,0 - 29 %,,40 - 49 %,,0 - 29 %,0,1,2000,3
1630,1630,Id_ku8toy6hkh,2023-02-13,4,unemployed,889.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,,,60 - 69 %,,50 - 59 %,,0,1,1991,10
1631,1631,Id_g97dj3t8v2,2022-03-10,2,unemployed,825.0,Urban,Western Cape,1.0,,,,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2001,3
1632,1632,Id_ywwnlmlw4n,2023-03-02,4,unemployed,1461.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,5.0,,40 - 49 %,,50 - 59 %,,1,1,2000,1
1633,1633,Id_s7jocf41o6,2021-08-19,1,wage employed,0.0,Rural,Limpopo,1.0,0.0,0.0,1.0,,40 - 49 %,50 - 59 %,,,1,1,1993,12
1634,1634,Id_ts4neughrb,2023-03-14,4,unemployed,429.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,,60 - 69 %,60 - 69 %,,,1,1,2000,9
1635,1635,Id_e45x9vsdem,2023-02-13,4,unemployed,5.0,Urban,Limpopo,1.0,1.0,0.0,,,30 - 39 %,50 - 59 %,,,0,1,1989,7
1636,1636,Id_4q7jewk3fk,2023-03-15,4,studying,,Urban,Gauteng,0.0,0.0,0.0,1.0,,,,,,1,1,2000,3
1637,1637,Id_j2tdecxtoy,2022-08-10,3,other,,Urban,Western Cape,1.0,0.0,0.0,5.0,50 - 59 %,,,60 - 69 %,,0,1,2003,7
1638,1638,Id_9z31ol7ujm,2023-03-23,4,wage employed,212.0,Urban,Gauteng,1.0,0.0,0.0,5.0,,40 - 49 %,,50 - 59 %,,1,1,2003,10
1639,1639,Id_46uuy0ia04,2022-08-01,3,studying,,Urban,Mpumalanga,1.0,0.0,0.0,4.0,,40 - 49 %,60 - 69 %,,,1,1,2003,9
1640,1640,Id_daph21jgcr,2023-02-22,4,studying,,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,,40 - 49 %,60 - 69 %,,,0,1,1996,5
1641,1641,Id_c6q3otyp6f,2023-02-08,4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,1.0,,40 - 49 %,60 - 69 %,,,0,1,2003,1
1642,1642,Id_8f8g47n7xa,2023-02-10,4,unemployed,669.0,Suburb,Western Cape,,,,,,,,,,0,1,1998,7
1643,1643,Id_wfx5uhn1v9,2023-02-17,4,unemployed,401.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,30 - 39 %,1,1,2002,8
1644,1644,Id_4rc5zyh5b0,2022-03-07,2,unemployed,71.0,Urban,Gauteng,1.0,0.0,0.0,1.0,60 - 69 %,,50 - 59 %,,30 - 39 %,0,1,2000,1
1645,1645,Id_cqy9hcf26w,2023-02-21,4,unemployed,281.0,Rural,Limpopo,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,,0,1,1990,11
1646,1646,Id_991vaya9oz,2022-07-28,3,studying,,Urban,Gauteng,1.0,0.0,0.0,2.0,,40 - 49 %,50 - 59 %,,,1,1,2003,9
1647,1647,Id_28vbxnfz4t,2023-02-06,4,unemployed,639.0,Rural,Eastern Cape,1.0,0.0,0.0,,,30 - 39 %,40 - 49 %,,,0,1,2000,1
1648,1648,Id_cya49sy19a,2023-03-23,4,unemployed,28.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,,,,,,,1,1,1988,4
1649,1649,Id_fcarifdm67,2022-08-04,3,other,,Rural,Limpopo,1.0,,1.0,2.0,,,,,,0,1,1990,6
1650,1650,Id_itxuerh0tw,2023-03-14,4,studying,,Suburb,Eastern Cape,1.0,0.0,0.0,4.0,,50 - 59 %,50 - 59 %,,,1,1,2002,6
1651,1651,Id_xqn24xlkh2,2022-09-03,3,other,,Urban,Gauteng,0.0,,,1.0,,,,,,0,1,1992,3
1652,1652,Id_jro6zem5eo,2023-03-13,4,unemployed,1461.0,Urban,Gauteng,,,,,,,,,,1,1,1997,1
1653,1653,Id_eo9tcsak28,2023-02-16,4,studying,,Urban,Gauteng,1.0,,,2.0,0 - 29 %,,40 - 49 %,,,1,1,2000,1
1654,1654,Id_i71enax2kl,2023-02-24,4,unemployed,401.0,Urban,Mpumalanga,1.0,0.0,0.0,2.0,,60 - 69 %,50 - 59 %,,,0,1,2003,1
1655,1655,Id_ahm1gmegal,2022-08-04,3,unemployed,2927.0,Rural,Limpopo,1.0,,1.0,1.0,0 - 29 %,,40 - 49 %,,,1,1,1986,5
1656,1656,Id_kzz19zn94g,2022-08-02,3,wage employed,,Rural,North West,1.0,0.0,1.0,,,40 - 49 %,50 - 59 %,,,1,1,1990,2
1657,1657,Id_ted137u8ep,2022-03-07,2,studying,,Urban,Eastern Cape,,,,,,,,,,0,1,2000,1
1658,1658,Id_56pwnz0vy4,2023-03-20,4,unemployed,795.0,Urban,Gauteng,0.0,0.0,0.0,2.0,,,,,,1,1,2000,10
1659,1659,Id_2pqek4txfn,2022-03-07,2,unemployed,95.0,Rural,Eastern Cape,,,,,,,,,,0,1,2000,1
1660,1660,Id_tg6kznersq,2023-03-16,4,other,,Urban,Western Cape,1.0,0.0,1.0,5.0,50 - 59 %,,,60 - 69 %,40 - 49 %,1,1,1997,10
1661,1661,Id_3ec107enjy,2023-02-13,4,studying,,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,30 - 39 %,,80 - 100 %,,0 - 29 %,1,1,2000,12
1662,1662,Id_mly4fkgefn,2022-03-01,2,studying,,Suburb,North West,1.0,1.0,0.0,2.0,40 - 49 %,,70 - 79 %,,,0,1,1991,7
1663,1663,Id_d5yewin57w,2022-03-08,2,unemployed,2993.0,Urban,Gauteng,1.0,,,1.0,,40 - 49 %,40 - 49 %,,,1,1,1992,2
1664,1664,Id_o5i79cm6dk,2022-03-14,2,unemployed,430.0,Rural,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,,60 - 69 %,,30 - 39 %,1,1,2000,1
1665,1665,Id_xf4d4limyc,2022-08-04,3,wage employed,,Urban,KwaZulu-Natal,,,,,,,,,,1,1,1990,9
1666,1666,Id_albyzxx4s9,2023-02-10,4,wage employed,153.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,40 - 49 %,60 - 69 %,,,1,1,2000,1
1667,1667,Id_qlyhe7bbtx,2021-08-19,1,wage employed,0.0,Rural,Limpopo,1.0,1.0,0.0,3.0,,60 - 69 %,50 - 59 %,,,0,1,1996,7
1668,1668,Id_b78izf9qye,2022-07-29,3,studying,,Urban,Limpopo,1.0,0.0,0.0,,30 - 39 %,,50 - 59 %,,30 - 39 %,0,1,2002,8
1669,1669,Id_9ez9kqm468,2021-08-23,1,studying,,Urban,Northern Cape,1.0,,,1.0,,,,,,0,1,1998,10
1670,1670,Id_havjl4t04o,2023-03-06,4,unemployed,64.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,0 - 29 %,1,1,2002,4
1671,1671,Id_lg0jdl6sst,2023-02-08,4,studying,,Urban,Gauteng,1.0,0.0,0.0,1.0,,0 - 29 %,60 - 69 %,,,1,1,2000,2
1672,1672,Id_bokrjktrb7,2022-03-10,2,unemployed,42.0,Urban,Gauteng,,,,,,,,,,1,1,1989,10
1673,1673,Id_emzaopvzg6,2022-02-23,2,studying,,Urban,North West,1.0,0.0,0.0,2.0,,0 - 29 %,50 - 59 %,,,1,1,1996,5
1674,1674,Id_3ompii7fpn,2023-03-09,4,unemployed,5.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,0 - 29 %,,50 - 59 %,,,1,1,2000,1
1675,1675,Id_fti4owc0kj,2023-03-23,4,studying,,Urban,Gauteng,,,,,,,,,,1,1,1997,1
1676,1676,Id_jwuhcghqeq,2023-02-02,4,unemployed,889.0,Urban,Gauteng,1.0,0.0,0.0,4.0,,30 - 39 %,30 - 39 %,,,0,1,1998,10
1677,1677,Id_4i22lvikkx,2022-08-08,3,wage employed,1374.0,Rural,KwaZulu-Natal,1.0,,,2.0,,60 - 69 %,50 - 59 %,,,0,1,1998,10
1678,1678,Id_bp5tqt681z,2022-08-02,3,wage employed,,Urban,Western Cape,1.0,0.0,0.0,1.0,30 - 39 %,,60 - 69 %,,30 - 39 %,0,1,1991,9
1679,1679,Id_sjyfd1ue1a,2021-08-11,1,wage employed,0.0,Urban,Gauteng,1.0,,,2.0,,,,,,1,1,1994,9
1680,1680,Id_gqmp65ivhu,2022-08-10,3,unemployed,158.0,Rural,Mpumalanga,1.0,0.0,0.0,2.0,30 - 39 %,,50 - 59 %,,40 - 49 %,1,1,1997,3
1681,1681,Id_4f57iaju3g,2023-02-21,4,wage employed,608.0,Suburb,Limpopo,1.0,,,,,40 - 49 %,40 - 49 %,,,0,1,1994,2
1682,1682,Id_pts6c1e9qp,2023-03-07,4,unemployed,1826.0,Rural,Mpumalanga,,,,,,,,,,1,1,1993,1
1683,1683,Id_28yembc81t,2023-03-01,4,unemployed,304.0,Rural,Mpumalanga,,,,,,,,,,0,1,1991,2
1684,1684,Id_cxpjtf7jst,2022-07-28,3,studying,,Suburb,Gauteng,1.0,0.0,0.0,1.0,,30 - 39 %,50 - 59 %,,,1,1,2000,4
1685,1685,Id_w70w1lferx,2023-03-02,4,wage employed,2621.0,Urban,Free State,,,,,,,,,,0,1,1995,8
1686,1686,Id_a1754pyw13,2022-08-04,3,unemployed,127.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,,50 - 59 %,,,1,1,2000,3
1687,1687,Id_8por8rjj4p,2022-03-16,2,unemployed,103.0,Urban,Limpopo,1.0,,,3.0,,50 - 59 %,50 - 59 %,,,0,1,2000,1
